authorChannelId,Count
UCx3DgsvSlvHzzE5k6x7f3ag,46
UCZHX4mKjEva9792Ys7Ad28A,46
UCI4GbS7X6sKhTkruTHzH_Hw,46
UCHB4WHNkaw76vq6j2P_U4hQ,46
UCSZ8mXvbEeKwRQe5tlLbeFg,46
UCGxAc1vxj_SvD4mwS5VCSnA,46
UC_ybdjfUn_lXeOaRW0T3kPQ,46
UCcSx-gUMfACGyEms8uIzw-Q,46
UCcbGf1_uY7Q62hqDqpk3ZvA,46
UC7C91mWEsf-Q6S5e3_HgdHg,45
UChxkfA2AkDFqey66dBef7rg,45
UCs35VVrlMS6xUP6VCjkI4DA,45
UCLj-HxKseePciFADTIYdXBw,45
UCPtYVoclGUIPDXflYA6E_sg,45
UCCXmO2Bx-0q63FAIQv9ySEQ,45
UCBSHy4QuclxcGuWVl4LmO5A,45
UCRQkIGQXLfcSNq35gIk2mkg,45
UCT4RxWB8gXLh9pKOKBbmSrg,45
UCAcN3l7ildc1VPslXxxM3YQ,45
UCl0mjGqucITzTrU7tQNyAEQ,45
UCdcsdTwuBB1c_YjWLwQ4UNQ,45
UC5WF_C4ykjDS_b-YhGKazcQ,45
UC_4tTKBfuIkB63X1mQeeKCA,45
UCNjXTq3FAK1_PJrdBQWTvUQ,44
UCYt45owTNSFtmeEuHQtqgsg,44
UCfjWiZVYOQdEh_IV1Y3WQfA,44
UC5CzLk5UPG-yR9V1utLoiPA,44
UCZx1a4HFfixkc0RK-PVAjtg,44
UCBp5VSqoAHRdEZ6MSqwjAXw,44
UCoGkERWEM6CcaJsvW-hvOpA,44
UChXSGCG5c1bdSbjd57cBVvQ,44
UC-CA8S1am-ddYdLC1fI9e7g,44
UCvbNduLmrg0K58ZieVLWRpw,44
UCTW5u0BZ4KX3d6zPT-xvvVg,44
UCuy9K0Whm_uupNuIJ8fi9KA,43
UC0_pcecuFGOzRyfCfnb4Sgg,43
UCAxwu2djDDSGGW2Ov37lJ0w,43
UCBz8Zr2GJ3y0abQAlICZOiA,43
UC15dURTfCp_dQivVa86pwWQ,43
UCEzryZX3KfEs7A31Z1lct9Q,43
UCsimnoUK4O4hNUlMI1vv89w,43
UC0D88lvNCZdzCDgi6NC5vKA,43
UC_hkYWLncPDdC1QnjxLcEHQ,43
UCWVEkVmmpad8mJReox8DPwQ,43
UClwuwvfxkjeZkyVsv8NuC-Q,43
UCToR7nYlffJCB60ax024b-A,43
UCnrR9oawFocxy-Xx8yG_66w,43
UCYwXwkb4fgu66svqXWZ3tbg,43
UCSZEc1XStnGLtFTVHZhhB9Q,42
UCS8GYAwd00RwiPZ8kPWLJzw,42
UC5vXaBJQY5fE9X4PO7DFjvQ,42
UCTYxt3nUrPOz1IZj7RA1UHQ,42
UCTeTTnSOVysv2kyfx1Ws2kw,42
UCgJ4g4fE9j6dfkl4A6YLmbQ,42
UCVE5dWURe-u47kG7hIAab2w,42
UCxAIftdbLYGfnH-o5qhcMjw,42
UCKK9duMeTfWYkAn6Ro9-4Tw,42
UCs38QAcP8ScWC4YltlNOXMw,42
UCJ1P3Q78Ukn91QNLkgChcDw,42
UCb7ZTi3zG_MdIMvW7uv5Pvw,42
UCEHTlhSaAonJq3OvoduwZ9w,42
UCyfk-KXMvwSEMxQV1Ufv-Ww,42
UCZahW6JSAdfY07CtBq0Fzvw,42
UCAbpmqvyRcKy5EWgU_RB-mg,42
UC3uD5HjR0hjDw7VtEhFh8Xg,41
